"Nombre del anuncio",Día,"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre de la página",Anuncios,Edad,Sexo,Objetivo,"Estado de la entrega","Nivel de la entrega","Tipo de resultado",Resultados,"Costo por resultado","Importe gastado (USD)",Impresiones,Alcance,"Configuración de atribución","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios",Frecuencia,"Clics en el enlace","CPC (costo por clic en el enlace)","CPM (costo por mil impresiones)","CTR (todos)","Inicio del informe","Fin del informe"
Video,2025-09-28,"Turnos mañana","turnos mañana whatsapp",eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Clics en el enlace",15,0.036,0.54,434,403,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.07692308,15,0.036,1.24423963,5.52995392,2025-09-28,2025-09-28
Video,2026-01-15,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,65+,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.54,0.54,96,85,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.12941176,1,0.54,5.625,2.08333333,2026-01-15,2026-01-15
"Reel ingrid mdp",2025-11-25,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",35-44,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2805,0.19251337,0.54,2890,2805,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.03030303,2,0.27,0.18685121,0.17301038,2025-11-25,2025-11-25
Video,2026-01-20,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,18-24,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.54,0.54,592,464,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.27586207,1,0.54,0.91216216,0.67567568,2026-01-20,2026-01-20
feed,2026-01-17,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,25-34,male,OUTCOME_LEADS,not_delivering,ad,"Clientes potenciales en Meta",1,0.54,0.54,682,539,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.26530612,7,0.07714286,0.79178886,2.63929619,2026-01-17,2026-01-17
historia,2026-01-16,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,historia,35-44,female,OUTCOME_LEADS,inactive,ad,"Clientes potenciales en Meta",1,0.53,0.53,395,349,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.13180516,3,0.17666667,1.34177215,2.02531646,2026-01-16,2026-01-16
Video,2026-01-03,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.53,0.53,306,285,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.07368421,1,0.53,1.73202614,0.65359477,2026-01-03,2026-01-03
Video,2026-01-21,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.53,0.53,134,118,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.13559322,,,3.95522388,0.74626866,2026-01-21,2026-01-21
Video,2025-10-21,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.53,153,135,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.13333333,,,3.46405229,0,2025-10-21,2025-10-21
feed,2026-01-30,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,45-54,male,OUTCOME_LEADS,not_delivering,ad,,,,0.53,377,279,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.35125448,2,0.265,1.40583554,0.79575597,2026-01-30,2026-01-30
Video,2025-10-12,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,35-44,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.53,405,373,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.08579088,,,1.30864198,1.2345679,2025-10-12,2025-10-12
Video,2025-09-10,"Preventa Alem",Whatsapp,eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.53,0.53,115,111,"7 días tras clic o 1 día tras visualización",-,-,-,Whatsapp,1.03603604,1,0.53,4.60869565,4.34782609,2025-09-10,2025-09-10
Video,2025-10-28,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,45-54,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.53,353,321,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.09968847,,,1.50141643,0.28328612,2025-10-28,2025-10-28
Video,2026-01-11,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,65+,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.53,175,151,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.1589404,2,0.265,3.02857143,2.85714286,2026-01-11,2026-01-11
"video tu cuerpo",2026-01-08,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",25-34,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.52,468,404,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.15841584,2,0.26,1.11111111,1.28205128,2026-01-08,2026-01-08
"video tu cuerpo",2025-12-21,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",25-34,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.52,297,280,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.06071429,1,0.52,1.75084175,0.67340067,2025-12-21,2025-12-21
Video,2025-10-29,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,35-44,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.52,256,236,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.08474576,1,0.52,2.03125,1.171875,2025-10-29,2025-10-29
"video tu cuerpo",2025-12-12,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",35-44,male,OUTCOME_ENGAGEMENT,active,ad,"Conversaciones con mensajes iniciadas",1,0.52,0.52,380,335,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.13432836,2,0.26,1.36842105,0.78947368,2025-12-12,2025-12-12
Video,2025-10-07,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",2,0.26,0.52,163,140,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.16428571,3,0.17333333,3.19018405,7.97546012,2025-10-07,2025-10-07
Video,2025-10-11,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,35-44,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.52,0.52,351,312,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.125,1,0.52,1.48148148,1.70940171,2025-10-11,2025-10-11
feed,2026-01-18,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,25-34,female,OUTCOME_LEADS,not_delivering,ad,"Clientes potenciales en Meta",1,0.52,0.52,632,494,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.27935223,5,0.104,0.82278481,1.89873418,2026-01-18,2026-01-18
"video tu cuerpo",2025-12-18,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",25-34,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.52,351,326,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.07668712,1,0.52,1.48148148,1.99430199,2025-12-18,2025-12-18
Video,2026-01-11,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.52,115,100,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.15,1,0.52,4.52173913,2.60869565,2026-01-11,2026-01-11
historia,2026-01-22,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,historia,25-34,male,OUTCOME_LEADS,inactive,ad,"Clientes potenciales en Meta",2,0.26,0.52,647,529,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.22306238,3,0.17333333,0.80370943,1.39103555,2026-01-22,2026-01-22
"video tu cuerpo",2026-01-09,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",35-44,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.51,285,258,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.10465116,1,0.51,1.78947368,1.05263158,2026-01-09,2026-01-09
Video,2025-12-24,"Preventa Mario Bravo","Interacción a Whatsapp",eltemplomdp,Video,35-44,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Clics en el enlace",12,0.0425,0.51,1217,1121,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.08563782,12,0.0425,0.41906327,1.23253903,2025-12-24,2025-12-24
"video tu cuerpo",2026-02-11,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",35-44,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.51,270,240,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.125,1,0.51,1.88888889,1.11111111,2026-02-11,2026-02-11
Video,2026-01-24,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,18-24,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.51,583,471,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.23779193,,,0.87478559,0.34305317,2026-01-24,2026-01-24
"Reel de 26/12",2025-12-23,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",55-64,female,LINK_CLICKS,not_delivering,ad,"Clics en el enlace",8,0.06375,0.51,510,450,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.13333333,8,0.06375,1,1.56862745,2025-12-23,2025-12-23
Video,2025-12-25,"Preventa Mario Bravo","Interacción a Whatsapp",eltemplomdp,Video,65+,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Clics en el enlace",9,0.05666667,0.51,367,344,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.06686047,9,0.05666667,1.38964578,2.45231608,2025-12-25,2025-12-25
"Reel ingrid mdp",2025-11-15,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",35-44,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2930,0.17406143,0.51,3030,2930,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.03412969,4,0.1275,0.16831683,0.1650165,2025-11-15,2025-11-15
Video,2025-09-15,"Preventa Alem",Whatsapp,eltemplomdp,Video,45-54,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.51,0.51,262,223,"7 días tras clic o 1 día tras visualización",-,-,-,Whatsapp,1.17488789,4,0.1275,1.94656489,1.52671756,2025-09-15,2025-09-15
Video,2025-10-26,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.51,287,255,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.1254902,1,0.51,1.77700348,1.74216028,2025-10-26,2025-10-26
"Reel de 26/12",2025-12-27,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",65+,female,LINK_CLICKS,not_delivering,ad,"Clics en el enlace",9,0.05555556,0.5,571,515,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.10873786,9,0.05555556,0.87565674,1.57618214,2025-12-27,2025-12-27
feed,2026-01-22,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,45-54,female,OUTCOME_LEADS,not_delivering,ad,,,,0.5,462,387,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.19379845,3,0.16666667,1.08225108,1.08225108,2026-01-22,2026-01-22
Video,2025-10-14,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.5,0.5,241,230,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.04782609,5,0.1,2.0746888,2.90456432,2025-10-14,2025-10-14
"video tu cuerpo",2026-02-13,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",35-44,female,OUTCOME_ENGAGEMENT,active,ad,"Conversaciones con mensajes iniciadas",1,0.5,0.5,192,164,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.17073171,1,0.5,2.60416667,2.08333333,2026-02-13,2026-02-13
"video tu cuerpo",2025-12-16,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",45-54,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.5,308,276,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.11594203,3,0.16666667,1.62337662,1.94805195,2025-12-16,2025-12-16
"video tu cuerpo",2026-02-14,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",35-44,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.5,264,232,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.13793103,,,1.89393939,0.37878788,2026-02-14,2026-02-14
feed,2026-01-18,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,25-34,male,OUTCOME_LEADS,not_delivering,ad,"Clientes potenciales en Meta",1,0.5,0.5,769,589,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.30560272,4,0.125,0.65019506,1.43042913,2026-01-18,2026-01-18
"Reel ingrid mdp",2025-11-26,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",18-24,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2628,0.19025875,0.5,2628,2628,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1,3,0.16666667,0.19025875,0.152207,2025-11-26,2025-11-26
historia,2026-01-24,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,historia,25-34,female,OUTCOME_LEADS,inactive,ad,,,,0.5,772,620,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.24516129,5,0.1,0.64766839,1.42487047,2026-01-24,2026-01-24
feed,2026-01-23,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,45-54,male,OUTCOME_LEADS,not_delivering,ad,,,,0.5,453,357,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.26890756,3,0.16666667,1.10375276,1.32450331,2026-01-23,2026-01-23
Video,2026-01-07,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,18-24,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.5,860,711,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.20956399,,,0.58139535,0.69767442,2026-01-07,2026-01-07
Video,2026-01-17,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,45-54,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.5,231,188,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.2287234,2,0.25,2.16450216,2.16450216,2026-01-17,2026-01-17
Video,2025-09-30,"Turnos mañana","turnos mañana whatsapp",eltemplomdp,Video,18-24,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Clics en el enlace",4,0.12257388,0.49029554,1162,958,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.21294363,4,0.12257388,0.42194108,0.51635112,2025-09-30,2025-09-30
"video tu cuerpo",2026-02-10,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",35-44,female,OUTCOME_ENGAGEMENT,active,ad,"Conversaciones con mensajes iniciadas",1,0.49,0.49,245,207,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.18357488,2,0.245,2,1.2244898,2026-02-10,2026-02-10
"Reel de 26/12",2025-12-24,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",55-64,female,LINK_CLICKS,not_delivering,ad,"Clics en el enlace",5,0.098,0.49,442,389,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.13624679,5,0.098,1.10859729,1.58371041,2025-12-24,2025-12-24
historia,2026-01-18,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,historia,45-54,male,OUTCOME_LEADS,inactive,ad,,,,0.49,465,368,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.26358696,2,0.245,1.05376344,0.86021505,2026-01-18,2026-01-18
feed,2026-01-21,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,45-54,male,OUTCOME_LEADS,not_delivering,ad,,,,0.49,512,385,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.32987013,5,0.098,0.95703125,1.7578125,2026-01-21,2026-01-21
Video,2025-10-28,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.49,252,215,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.17209302,,,1.94444444,2.38095238,2025-10-28,2025-10-28
"Reel de 26/12",2025-12-27,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",55-64,female,LINK_CLICKS,not_delivering,ad,"Clics en el enlace",9,0.05444444,0.49,568,507,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.12031558,9,0.05444444,0.86267606,2.11267606,2025-12-27,2025-12-27
Video,2025-10-08,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.49,0.49,169,152,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.11184211,1,0.49,2.89940828,3.55029586,2025-10-08,2025-10-08
Video,2025-10-07,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,35-44,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.49,242,208,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.16346154,2,0.245,2.02479339,2.89256198,2025-10-07,2025-10-07
"Reel ingrid mdp",2025-11-13,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",45-54,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2585,0.18581533,0.48033264,2612,2585,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.01044487,1,0.48033264,0.18389458,0.03828484,2025-11-13,2025-11-13
"Reel ingrid mdp",2025-11-17,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",35-44,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2937,0.16343207,0.48,2937,2937,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1,1,0.48,0.16343207,0.03404835,2025-11-17,2025-11-17
Video,2026-01-09,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,65+,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.48,0.48,163,148,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.10135135,1,0.48,2.94478528,2.45398773,2026-01-09,2026-01-09
Video,2025-09-07,"Preventa Alem",Whatsapp,eltemplomdp,Video,25-34,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.48,615,544,"7 días tras clic o 1 día tras visualización",-,-,-,Whatsapp,1.13051471,,,0.7804878,0.48780488,2025-09-07,2025-09-07
"video tu cuerpo",2026-01-26,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",35-44,female,OUTCOME_ENGAGEMENT,active,ad,"Conversaciones con mensajes iniciadas",1,0.48,0.48,236,163,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.44785276,,,2.03389831,0.84745763,2026-01-26,2026-01-26
"video tu cuerpo",2025-12-21,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",55-64,female,OUTCOME_ENGAGEMENT,active,ad,"Conversaciones con mensajes iniciadas",1,0.48,0.48,102,99,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.03030303,1,0.48,4.70588235,0.98039216,2025-12-21,2025-12-21
Video,2025-10-18,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,35-44,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.48,164,158,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.03797468,,,2.92682927,1.82926829,2025-10-18,2025-10-18
"Reel ingrid mdp",2025-11-21,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",45-54,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2545,0.18492289,0.47062876,2670,2545,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.04911591,2,0.23531438,0.17626545,0.11235955,2025-11-21,2025-11-21
"Reel de 26/12",2025-12-26,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",55-64,female,LINK_CLICKS,not_delivering,ad,"Clics en el enlace",8,0.05878017,0.4702414,588,516,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.13953488,8,0.05878017,0.79973027,2.04081633,2025-12-26,2025-12-26
Video,2026-01-11,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,18-24,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.47,501,444,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.12837838,3,0.15666667,0.93812375,1.99600798,2026-01-11,2026-01-11
Video,2026-01-08,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.47,174,156,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.11538462,2,0.235,2.70114943,4.02298851,2026-01-08,2026-01-08
"video tu cuerpo",2025-12-18,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",55-64,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.47,118,113,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.04424779,,,3.98305085,0,2025-12-18,2025-12-18
Video,2025-09-12,"Preventa Alem",Whatsapp,eltemplomdp,Video,45-54,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.47,295,258,"7 días tras clic o 1 día tras visualización",-,-,-,Whatsapp,1.14341085,1,0.47,1.59322034,1.01694915,2025-09-12,2025-09-12
Video,2025-10-10,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.47,0.47,147,119,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.23529412,1,0.47,3.19727891,2.04081633,2025-10-10,2025-10-10
"Reel de 26/12",2025-12-23,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",65+,male,LINK_CLICKS,not_delivering,ad,"Clics en el enlace",7,0.06714286,0.47,450,412,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.09223301,7,0.06714286,1.04444444,1.55555556,2025-12-23,2025-12-23
Video,2025-10-29,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,65+,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.47,104,98,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.06122449,2,0.235,4.51923077,2.88461538,2025-10-29,2025-10-29
"Reel de 26/12",2025-12-24,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",45-54,female,LINK_CLICKS,not_delivering,ad,"Clics en el enlace",11,0.04272727,0.47,823,695,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.18417266,11,0.04272727,0.57108141,1.33657351,2025-12-24,2025-12-24
feed,2026-01-17,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,35-44,female,OUTCOME_LEADS,not_delivering,ad,,,,0.47,326,254,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.28346457,6,0.07833333,1.44171779,3.06748466,2026-01-17,2026-01-17
Video,2025-09-09,"Preventa Alem",Whatsapp,eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",2,0.235,0.47,131,128,"7 días tras clic o 1 día tras visualización",-,-,-,Whatsapp,1.0234375,3,0.15666667,3.58778626,3.81679389,2025-09-09,2025-09-09
